name	city	id_staz	id_reg	lat	lon	name_raw
Camnago-Lentate		S01316	1	45.668425	9.133451	CAMNAGO-LENTATE
Camogli San Fruttuoso		S04716	2	44.348166	9.156743	CAMOGLI SAN FRUTTUOSO
Campagna Serre Persano		S09825	18	40.595667	15.113986	CAMPAGNA SERRE PERSANO
Campello		S07219	6	42.822814	12.761253	CAMPELLO
Campiglia Marittima		S06031	13	43.017118	10.586558	CAMPIGLIA MARITTIMA
Campo di Carne		S08706	5	41.552116	12.635125	CAMPO DI CARNE
Campo di Giove		S08903	19	42.007967	14.041492	CAMPO DI GIOVE
Campo di Giove-Monte Maiella		S08919	19	41.993262	14.069088	CAMPO DI GIOVE-MONTE MAIELLA
Campo di Nusco		S09626	18	40.879143	15.129255	CAMPO DI NUSCO
Campo di Trens		S02007	9	46.869076	11.488231	CAMPO DI TRENS
Campobasso		S09459	7	41.558137	14.66393	CAMPOBASSO
Campobello di Mazara		S12112	14	37.636256	12.733165	CAMPOBELLO DI MAZARA
Campobello Ravanusa		S12385	14	37.265731	13.946251	CAMPOBELLO RAVANUSA
Campodarsego		S02527	12	45.505721	11.900894	CAMPODARSEGO
Campofelice		S12017	14	37.992615	13.876549	CAMPOFELICE
Campofranco		S12211	14	37.510105	13.686777	CAMPOFRANCO
Campolattaro		S09505	18	41.285869	14.726853	CAMPOLATTARO
Campoleone		S08602	5	41.642396	12.648341	CAMPOLEONE
Campolieto Monacilioni		S09462	7	41.642573	14.76544	CAMPOLIETO MONACILIONI
Campoligure Masone		S04105	2	44.530909	8.700878	CAMPOLIGURE MASONE
Campomaggiore		S11454	15	40.550772	16.086766	CAMPOMAGGIORE
Campomarino		S11020	7	41.957398	15.042416	CAMPOMARINO
Campomela		S12815	20	40.68139	8.638875	CAMPOMELA
Campomigliaio		S06659	13	43.937241	11.303593	CAMPOMIGLIAIO
Campora S. Giov.serra Aiello		S11745	17	39.068402	16.09102	CAMPORA S. GIOV.SERRA AIELLO
Campore		S00889				CAMPORE
Camporgiano		S06324	13	44.161448	10.334849	CAMPORGIANO
Camposampiero		S02525	12	45.568922	11.928293	CAMPOSAMPIERO
Camposanto		S05314	8	44.787527	11.143587	CAMPOSANTO
Camucia Cortona		S06921	13	43.261104	11.971245	CAMUCIA CORTONA
Cancelli di Fabriano		S07232				CANCELLI DI FABRIANO
Cancelliera		S08735	5	41.710587	12.621758	CANCELLIERA
Cancello		S09213	18	40.993063	14.418877	CANCELLO
Cancello Arnone		S09002	18	41.063369	14.02901	CANCELLO ARNONE
Candela		S11204	16	41.151439	15.533163	CANDELA
Candelo		S00071	3	45.547433	8.100103	CANDELO
Candia Canavese		S00157	3	45.329824	7.891819	CANDIA CANAVESE
Candia Lomellina		S00333	1	45.179911	8.593156	CANDIA LOMELLINA
Candida		S11105	16	41.346664	15.996588	CANDIDA
Candiolo		S00512	3	44.961155	7.598973	CANDIOLO
Candoglia Ornavasso		S01011	3	45.977489	8.419715	CANDOGLIA ORNAVASSO
Canegrate		S01034	1	45.569235	8.926593	CANEGRATE
Canelli		S00832	3	44.716716	8.294544	CANELLI
Canetra		S07429	5	42.391578	13.029159	CANETRA
Canicatti'		S12375	14	37.359879	13.855395	CANICATTI'
Caniga		S12812	20	40.716116	8.526395	CANIGA
Canistro		S08812				CANISTRO
Cannara		S07009	6	43.019591	12.628709	CANNARA
Canne della Battaglia		S11406	16	41.294583	16.146169	CANNE DELLA BATTAGLIA
Canneto Sull'Oglio		S01848	1	45.150211	10.37147	CANNETO SULL'OGLIO
Canosa di Puglia		S11402	16	41.218556	16.053906	CANOSA DI PUGLIA
Cantalupo del Sannio		S09451	7	41.5174	14.6671	CANTALUPO DEL SANNIO
Cantu'		S01451	1	45.752316	9.130321	CANTU'
Cantu'- Cermenate		S01313	1	45.716236	9.099284	CANTU'- CERMENATE
Canzo		S01099				CANZO
Caorso		S01970	8	45.042048	9.868157	CAORSO
Capaccio Roccadaspide		S11702	18	40.454518	15.013551	CAPACCIO ROCCADASPIDE
Capaci		S12128	14	38.171794	13.232398	CAPACI
Capalbio		S08006	13	42.407974	11.370982	CAPALBIO
Capannelle		S08672	5	41.830713	12.568884	CAPANNELLE
Capistrello		S08850	19	41.97051	13.399276	CAPISTRELLO
Capo Bonifati		S11734	17	39.558342	15.874052	CAPO BONIFATI
Capo di Ponte		N00229				CAPO DI PONTE
Capo d'Orlando-Naso		S12030	14	38.157941	14.744844	CAPO D'ORLANDO-NASO
Capo Spartivento		S11858	17	37.924778	16.058342	CAPO SPARTIVENTO
Capocroce		S08804				CAPOCROCE
Capodacqua Pieve Fanonica		S07215	6	43.026769	12.7541	CAPODACQUA PIEVE FANONICA
Capolona		S06083				CAPOLONA
Cappelle-Magliano		S08525	19	42.059369	13.372468	CAPPELLE-MAGLIANO
Capralba		S01603	1	45.443871	9.640015	CAPRALBA
Capranica		S08311	5	42.245195	12.157194	CAPRANICA
Caprarola		S08110	5	42.303815	12.258238	CAPRAROLA
Capriati al Volturno		S09061	7	41.44279	14.070664	CAPRIATI AL VOLTURNO
Capriolo		S01622	1	45.64556	9.933806	CAPRIOLO
Capriva		S03301	10	45.938764	13.517494	CAPRIVA
Capua		S09208	18	41.101306	14.210347	CAPUA
Carate-Calo'		S01486	1	45.676451	9.252304	CARATE-CALO'
Caravaggio		S01602	1	45.491158	9.637723	CARAVAGGIO
Carbona		S05120	8	44.246876	11.09618	CARBONA
Carbonara Scrivia		S04300	3	44.860173	8.853772	CARBONARA SCRIVIA
Carbonia Serbariu		S12818	20	39.169508	8.509186	CARBONIA SERBARIU
Carbonia Stato		S12972				CARBONIA STATO
Cardillo Zen		S12140	14	38.17495	13.296897	CARDILLO ZEN
Carentino		S00839	3	44.831303	8.470474	CARENTINO
Cariati		S11818	17	39.496884	16.952018	CARIATI
Carimate		S01315	1	45.697094	9.107188	CARIMATE
Carini		S12127	14	38.147696	13.186624	CARINI
Carini Torre Ciachea		S12799	14	38.16149	13.219641	CARINI TORRE CIACHEA
Carisio		S00055	3	45.403164	8.21249	CARISIO
Carmagnola		S00601	3	44.846944	7.72797	CARMAGNOLA
Carmignano di Brenta		S02532	12	45.621354	11.714891	CARMIGNANO DI BRENTA
Carnate Usmate		S01511	1	45.653072	9.375089	CARNATE USMATE
Carnia		S03016	10	46.373634	13.132847	CARNIA
Caronia		S12025	14	38.034475	14.443761	CARONIA
Caronno Pertusella		S01076				CARONNO PERTUSELLA
Carovigno		S11133	16	40.737337	17.683791	CAROVIGNO
Carovilli-Roccasicura		S08914	7	41.712485	14.299732	CAROVILLI-ROCCASICURA
Carpane'Valstagna		S02502	12	45.860128	11.661183	CARPANE'VALSTAGNA
Carpi		S02349	8	44.782919	10.891952	CARPI
Carpignano Sesia		S00971	3	45.528934	8.422898	CARPIGNANO SESIA
Carpinone		S09050	7	41.588038	14.326783	CARPINONE
Carrara Avenza		S06005	13	44.051239	10.062927	CARRARA AVENZA
Carrito-Ortona		S08533	19	42.026506	13.720179	CARRITO-ORTONA
Carruba		S12326	14	37.694344	15.196143	CARRUBA
Carru' Clavesana		S00738	3	44.479548	7.891414	CARRU' CLAVESANA
Carsoli		S08519	19	42.09578	13.080388	CARSOLI
Carugo - Giussano		S01091				CARUGO - GIUSSANO
Casabianca		S08730	5	41.788327	12.60431	CASABIANCA
Casacalenda Guardialfiera		S09465	7	41.738109	14.849602	CASACALENDA GUARDIALFIERA
Casal Sabini		S11309	16	40.799021	16.647908	CASAL SABINI
Casalbordino Pollutri		S07821	19	42.193653	14.633045	CASALBORDINO POLLUTRI
Casalbuono		S09910	18	40.214093	15.686095	CASALBUONO
Casalbuttano		S01609	1	45.255398	9.962361	CASALBUTTANO
Casale Monferrato		S00314	3	45.133928	8.460292	CASALE MONFERRATO
Casale Popolo		S00179	3	45.160434	8.44055	CASALE POPOLO
Casalecchio di Reno		S05101	8	44.474298	11.276097	CASALECCHIO DI RENO
Casalecchio Garibaldi		S05111	8	44.482995	11.272474	CASALECCHIO GARIBALDI
Casaleggio		S00972	3	45.491298	8.490369	CASALEGGIO
Casaletto		S09922				CASALETTO
Casaletto Vaprio		S01604	1	45.408641	9.631746	CASALETTO VAPRIO
Casalmaggiore		S01850	1	44.993139	10.425023	CASALMAGGIORE
Casalnuovo		S09216	18	40.915559	14.35296	CASALNUOVO
Casalpusterlengo		S01827	1	45.182473	9.653627	CASALPUSTERLENGO
Casanova Kaiserau		S02059				CASANOVA KAISERAU
Casarsa		S02830	10	45.953002	12.8406	CASARSA
Cascina		S06505	13	43.674542	10.545225	CASCINA
Caselle		S00087				CASELLE
Caselle Aeroporto		S00088				CASELLE AEROPORTO
Caserta		S09211	18	41.068655	14.328457	CASERTA
Casino di Terra		S06751	13	43.328581	10.662975	CASINO DI TERRA
Casletto-Rogeno		S01457	1	45.786028	9.275375	CASLETTO-ROGENO
Caslino al Piano		N00037				CASLINO AL PIANO
Caslino d'Erba		S01098				CASLINO D'ERBA
Casoli		S07991				CASOLI
Casorate Sempione		S01029	1	45.675075	8.743954	CASORATE SEMPIONE
Casoria		S09009	18	40.907762	14.29874	CASORIA
Cassago-Nibionno-Bulciago		S01490	1	45.746243	9.279834	CASSAGO-NIBIONNO-BULCIAGO
Cassano All'Ionio		S11900	17	39.726326	16.35218	CASSANO ALL'IONIO
Cassano d'Adda		S01707	1	45.514372	9.512746	CASSANO D'ADDA
Cassano Irpino		S09611	18	40.869227	15.031213	CASSANO IRPINO
Cassine		S00864	3	44.751513	8.533613	CASSINE
Cassino		S08671	5	41.484306	13.832125	CASSINO
Cassola		S02506	12	45.732291	11.795866	CASSOLA
Castagnaro		S02368	12	45.119349	11.403936	CASTAGNARO
Castagneto Carducci		S06029	13	43.16816	10.56399	CASTAGNETO CARDUCCI
Castagno		S05122	13	44.012359	10.91538	CASTAGNO
Castagnole delle Lanze		S00828	3	44.749341	8.152836	CASTAGNOLE DELLE LANZE
Castano Primo		N00050				CASTANO PRIMO
Casteggio		S01942	1	45.017365	9.124595	CASTEGGIO
Castegnato		N00204				CASTEGNATO
Castel Bagnolo di Orte		S08114	5	42.400183	12.400781	CASTEL BAGNOLO DI ORTE
Castel di Sangro		S08910	19	41.777829	14.112049	CASTEL DI SANGRO
Castel d'Ario		S02382	1	45.183399	10.97531	CASTEL D'ARIO
Castel Frentano		S07987				CASTEL FRENTANO
Castel Gandolfo	Castel Gandolfo	S08703	5	41.746946	12.652266	CASTEL GANDOLFO
Castel Lagopesole		S11212	15	40.787682	15.758093	CASTEL LAGOPESOLE
Castel Madama		S08510	5	41.988389	12.864938	CASTEL MADAMA
Castel S. Angelo		S07407	5	42.379666	13.017612	CASTEL S. ANGELO
Castel S. Giorgio Roccapiemonte		S09704	18	40.758713	14.692352	CASTEL S. GIORGIO ROCCAPIEMONTE
Castel S. Giovanni		S01948	8	45.063272	9.436856	CASTEL S. GIOVANNI
Castel S. Pietro Terme		S05053	8	44.407376	11.597681	CASTEL S. PIETRO TERME
Castelbello		S02208	9	46.626994	10.897884	CASTELBELLO
Castelbolognese		S05056	8	44.325391	11.804174	CASTELBOLOGNESE
Castelbuono		S12020	14	38.014606	14.108578	CASTELBUONO
Casteldaccia		S12010	14	38.060474	13.536867	CASTELDACCIA
Casteldarne		S02105	9	46.797708	11.844223	CASTELDARNE
Casteldebole		S05102	8	44.503974	11.27456	CASTELDEBOLE
Castelferretti		S07200	11	43.607303	13.357519	CASTELFERRETTI
Castelfiorentino		S06802	13	43.60542	10.968048	CASTELFIORENTINO
Castelfranci		S09609	18	40.935968	15.038655	CASTELFRANCI
Castelfranco d'Emilia		S05037	8	44.597381	11.056408	CASTELFRANCO D'EMILIA
Castelfranco in Miscano		S09323				CASTELFRANCO IN MISCANO
Castelfranco Veneto		S02537	12	45.666439	11.934315	CASTELFRANCO VENETO
Castelguelfo		S05012	8	44.836434	10.176706	CASTELGUELFO
Castellalto Canzano		S07901	19	42.69564	13.793043	CASTELLALTO CANZANO
Castellammare del Golfo		S12120	14	38.024309	12.912209	CASTELLAMMARE DEL GOLFO
Castellammare di Stabia		S09756	18	40.701398	14.483737	CASTELLAMMARE DI STABIA
Castellaneta		S11507				CASTELLANETA
Castellaneta Marina		S11463	16	40.481111	16.965434	CASTELLANETA MARINA
Castellanza		S01136				CASTELLANZA
Castellazzo Casalcermelli		S04000	3	44.843839	8.589645	CASTELLAZZO CASALCERMELLI
Castelleone		S01606	1	45.301826	9.76779	CASTELLEONE
Castelletto Busca		S00720	3	44.501319	7.463939	CASTELLETTO BUSCA
Castelletto Ticino		S01123	3	45.710757	8.638259	CASTELLETTO TICINO
Castellina Ch		S06808	13	43.408744	11.212379	CASTELLINA CH
Castellina Marittima		S06024	13	43.406122	10.495776	CASTELLINA MARITTIMA
Castellino Tanaro		S00741	3	44.41657	7.974321	CASTELLINO TANARO
Castello di Godego		S02507	12	45.688082	11.87759	CASTELLO DI GODEGO
Castello d'Annone		S00465	3	44.878742	8.312724	CASTELLO D'ANNONE
Castellucchio		S01923	1	45.144293	10.64749	CASTELLUCCHIO
Castelluccio		S09920				CASTELLUCCIO
Castell'Alfero		S00343	3	44.986347	8.220882	CASTELL'ALFERO
Castelmaggiore		S05724	8	44.576055	11.366901	CASTELMAGGIORE
Castelnuovo		S02093	12	45.430843	10.758273	CASTELNUOVO
Castelnuovo Belbo		S00836	3	44.798127	8.42516	CASTELNUOVO BELBO
Castelnuovo Berardenga		S06812	13	43.306882	11.484912	CASTELNUOVO BERARDENGA
Castelnuovo di Garfagnana		S06300	13	44.116351	10.409054	CASTELNUOVO DI GARFAGNANA
Castelplanio Cupramontana		S07204	11	43.481403	13.084733	CASTELPLANIO CUPRAMONTANA
Castelraimondo Camerino		S07302	11	43.210511	13.057274	CASTELRAIMONDO CAMERINO
Castelrosso		S00233	3	45.201802	7.932162	CASTELROSSO
Castelspina Portanova		S04001	3	44.796662	8.62203	CASTELSPINA PORTANOVA
Castelvecchio Pascoli		S06302	13	44.09007	10.455061	CASTELVECCHIO PASCOLI
Castelvetere		S09608	18	40.952072	15.011348	CASTELVETERE
Castelvetrano		S12113	14	37.684977	12.799552	CASTELVETRANO
Castelvetro		S01960	8	45.100095	9.982181	CASTELVETRO
Castiglion del Lago		S06923	6	43.123195	12.032077	CASTIGLION DEL LAGO
Castiglion Fiorentino		S06920	13	43.34075	11.914362	CASTIGLION FIORENTINO
Castiglioncello		S06729	13	43.404619	10.414354	CASTIGLIONCELLO
Castiglione Cosentino		S11909	17	39.35542	16.244388	CASTIGLIONE COSENTINO
Castiglione di Sicilia		S12362	14	37.88674	15.097013	CASTIGLIONE DI SICILIA
Castiglione in Teverina		S08205	6	42.648544	12.234913	CASTIGLIONE IN TEVERINA
Castione Andevenno		S01429	1	46.161659	9.806151	CASTIONE ANDEVENNO
Castione dei Marchesi		S01964	8	44.915157	10.044449	CASTIONE DEI MARCHESI
Castro-Pofi		S08663	5	41.533014	13.410741	CASTRO-POFI
Castronno		S01208	1	45.74524	8.810302	CASTRONNO
Catania Acquicella	Catania	S12337	14	37.492765	15.074699	CATANIA ACQUICELLA
Catania Centrale	Catania	S12332	14	37.506211	15.099417	CATANIA CENTRALE
Catania Ognina	Catania	S12331	14	37.534049	15.11261	CATANIA OGNINA
Catanzaro		S11956	17	38.896222	16.599081	CATANZARO
Catanzaro Lido		S11833	17	38.821788	16.612975	CATANZARO LIDO
Catenanuova		S12244	14	37.562026	14.688263	CATENANUOVA
Cattolica S. Giovanni Gabicce		S07102	8	43.959931	12.745087	CATTOLICA S. GIOVANNI GABICCE
Caulonia		S11846	17	38.343785	16.467278	CAULONIA
Cava Carbonara		S00279	1	45.147055	9.071387	CAVA CARBONARA
Cava dei Tirreni		S09816	18	40.703662	14.708461	CAVA DEI TIRRENI
Cava Manara		S01804	1	45.144867	9.115332	CAVA MANARA
Cava Tigozzi		S01914	1	45.156823	9.955827	CAVA TIGOZZI
Cavagnolo Brusasco		S00423	3	45.153655	8.047534	CAVAGNOLO BRUSASCO
Cavalleggeri Aosta		S09113	18	40.819292	14.185679	CAVALLEGGERI AOSTA
Cavallermaggiore		S00603	3	44.708147	7.692108	CAVALLERMAGGIORE
Cavanella d'Adige		S05425	12	45.111263	12.249312	CAVANELLA D'ADIGE
Cavanella Po		S05422	12	45.052208	12.134893	CAVANELLA PO
Cavaria Oggiona Jerago		S01210	1	45.698145	8.8035	CAVARIA OGGIONA JERAGO
Cavazzale		S02147	12	45.596079	11.569823	CAVAZZALE
Cavi		S04724	2	44.29354	9.37251	CAVI
Cazzago S. Martino		N00238				CAZZAGO S. MARTINO
Ca' di Boschetti		S06044	2	44.117925	9.857449	CA' DI BOSCHETTI
Ceccano		S08664	5	41.573583	13.336417	CECCANO
Cecchina		S08732	5	41.692029	12.650992	CECCHINA
Cecina		S06026	13	43.31028	10.514225	CECINA
Cedegolo		N00231				CEDEGOLO
Cefalu'		S12019	14	38.03285	14.019526	CEFALU'
Ceggia		S02665	12	45.688394	12.633987	CEGGIA
Celano-Ovindoli		S08528	19	42.076999	13.543398	CELANO-OVINDOLI
Celle		S04530	2	44.34246	8.542626	CELLE
Celle Bulgheria Roccagloriosa		S11716	18	40.10287	15.39473	CELLE BULGHERIA ROCCAGLORIOSA
Cengio		S00745	2	44.390798	8.191824	CENGIO
Centallo		S00608	3	44.496223	7.591035	CENTALLO
Centola		S11715	18	40.090672	15.34674	CENTOLA
Ceprano-Falvaterra		S08666	5	41.523962	13.523481	CEPRANO-FALVATERRA
Cerbere		S78500				CERBERE
Cercenasco		S00541	3	44.864897	7.495302	CERCENASCO
Cerchio		S08530	19	42.061082	13.597972	CERCHIO
Cercina		S06956	13	43.900121	11.265279	CERCINA
Cerda		S12200	14	37.953964	13.78447	CERDA
Cerea		S02364	12	45.196556	11.213921	CEREA
Ceregnano		S05417	12	45.05062	11.870958	CEREGNANO
Ceriale		S04517	2	44.098922	8.234216	CERIALE
Ceriano Laghetto Solaro		N00248				CERIANO LAGHETTO SOLARO
Cerignola		S11103	16	41.315664	15.897298	CERIGNOLA
Cerlano Laghetto		S01934				CERLANO LAGHETTO
Cernusco-Merate		S01513	1	45.695096	9.396794	CERNUSCO-MERATE
Cerreto d'Esi		S07300	11	43.32205	12.98319	CERRETO D'ESI
Certaldo		S06803	13	43.547124	11.037711	CERTALDO
Certosa di Pavia		S01803	1	45.256927	9.154456	CERTOSA DI PAVIA
Cervaro		S11200	16	41.397604	15.595704	CERVARO
Cervia-Milano Marittima		S05814	8	44.258444	12.347096	CERVIA-MILANO MARITTIMA
Cervignano A. G.		S03207	10	45.823948	13.342866	CERVIGNANO A.G.
Cervignasco		S00546	3	44.699669	7.518644	CERVIGNASCO
Cervinara		S09015				CERVINARA
Cervo San Bartolomeo		S04512	2	43.923901	8.109704	CERVO SAN BARTOLOMEO
Cesano Boscone		S01112				CESANO BOSCONE
Cesano di Roma		S08319	5	42.061833	12.326669	CESANO DI ROMA
Cesano Maderno		S01086				CESANO MADERNO
Cesate		S01075				CESATE
Cese		S09473	18	41.210883	14.787329	CESE
Cesena		S05066	8	44.145449	12.24964	CESENA
Cesenatico		S05815	8	44.20065	12.391186	CESENATICO
Ceto - Cerveno		N00228				CETO - CERVENO
Cetraro		S11735	17	39.512553	15.939263	CETRARO
Ceva		S00742	3	44.389861	8.031958	CEVA
Chambave		S00141	4	45.744163	7.557301	CHAMBAVE
Chatillon Saint Vincent		S00142	4	45.7434	7.619309	CHATILLON SAINT VINCENT
Cherasco		S00733	3	44.65261	7.867211	CHERASCO
Chianche Ceppaloni		S09510	18	41.050122	14.777618	CHIANCHE CEPPALONI
Chiaravalle		S07201	11	43.595503	13.327655	CHIARAVALLE
Chiari		S01713	1	45.54011	9.926474	CHIARI
Chiarone		S08007	13	42.387528	11.446123	CHIARONE
Chiasso		S01301	1	45.830736	9.03421	CHIASSO
Chiavari		S04722	2	44.315156	9.322464	CHIAVARI
Chiavenna		S01400	1	46.321258	9.407129	CHIAVENNA
Chieri		S00500	3	45.007008	7.827077	CHIERI
Chieti		S07712	19	42.356905	14.13815	CHIETI
Chieuti Serracapriola		S11021	16	41.921962	15.156645	CHIEUTI SERRACAPRIOLA
Chignolo Po		S01868	1	45.160942	9.494196	CHIGNOLO PO
Chioggia		S05428	12	45.210243	12.275235	CHIOGGIA
Chiomonte		S00206	3	45.119876	6.988716	CHIOMONTE
Chirialza		S12899	20	40.830877	9.36732	CHIRIALZA
Chiuduno		S01536	1	45.650449	9.846924	CHIUDUNO
Chiuro		S01435	1	46.164658	9.992317	CHIURO
Chiusa		S02017	9	46.642611	11.572678	CHIUSA
Chiusano Cossombrone		S00429	3	44.985034	8.128822	CHIUSANO COSSOMBRONE
Chiusi C. T.		S06925	13	43.002466	11.957893	CHIUSI C.T.
Chivasso		S00232	3	45.193637	7.889666	CHIVASSO
Ciampino		S08650	5	41.804442	12.599546	CIAMPINO
Ciardes		S02209	9	46.635274	10.940542	CIARDES
Cinisi Terrasini		S12126	14	38.155314	13.096673	CINISI TERRASINI
Cire'		S00090				CIRE'
Cirella Majera'		S11730	17	39.708556	15.812289	CIRELLA MAJERA'
Ciro'		S11820	17	39.368701	17.116997	CIRO'
Cisano Caprino Bergamasco		S01525	1	45.739606	9.474261	CISANO CAPRINO BERGAMASCO
Cislago		N00015				CISLAGO
Cismon del Grappa		S02500	12	45.919664	11.729272	CISMON DEL GRAPPA
Cisterna di Latina		S08603	5	41.586511	12.827538	CISTERNA DI LATINA
Cisternino		S11131	16	40.816652	17.456899	CISTERNINO
Citerna Taro		S06154	8	44.63548	10.032939	CITERNA TARO
Cittadella		S02535	12	45.643868	11.789857	CITTADELLA
Cittaducale		S07406	5	42.387764	12.94269	CITTADUCALE
Citta' della Pieve		S08200	6	42.936221	11.971127	CITTA' DELLA PIEVE
Cittiglio		N00032				CITTIGLIO
Civate		S01462	1	45.831295	9.352877	CIVATE
Cividale		S03056				CIVIDALE
Cividate - Malegno		N00225				CIVIDATE - MALEGNO
Civita Castellana		S08211	5	42.346593	12.453821	CIVITA CASTELLANA
Civita d'Antino-Morino		S08853	19	41.870632	13.458868	CIVITA D'ANTINO-MORINO
Civitanova Marche		S07506	11	43.3091	13.7257	CIVITANOVA MARCHE
Civitavecchia		S08010	5	42.088287	11.79815	CIVITAVECCHIA
Civitavecchia M. Ma		S08012	5	42.099843	11.78438	CIVITAVECCHIA M. MA
Civitavecchia Viale della Vittoria		S08024	5	42.086518	11.800599	CIVITAVECCHIA VIALE DELLA VITTORIA
Civitella - Badia al Pino		S06066				CIVITELLA - BADIA AL PINO
Civitella Paganico		S06822	13	42.94028	11.283536	CIVITELLA PAGANICO
Civitella Roveto		S08852	19	41.916419	13.424882	CIVITELLA ROVETO
Cixerri		S12970	20	39.26982	8.578934	CIXERRI
Classe		S05812	8	44.382033	12.234995	CLASSE
Coccaglio		S01540	1	45.560971	9.977648	COCCAGLIO
Cocconato		S00425	3	45.082926	8.070145	COCCONATO
Cocquio - Trevisago		N00030				COCQUIO - TREVISAGO
Cocullo		S08534	19	42.040723	13.776636	COCULLO
Codigoro		S05799				CODIGORO
Codogno		S01828	1	45.154897	9.701376	CODOGNO
Codola		S09703	18	40.767687	14.665622	CODOLA
Codroipo		S02831	10	45.9657	12.976543	CODROIPO
Cogno - Esine		N00224				COGNO - ESINE
Cogoleto		S04532	2	44.389762	8.643906	COGOLETO
Coldrano-Martello		S02206	9	46.618902	10.821204	COLDRANO-MARTELLO
Colfelice		S08820				COLFELICE
Colico		S01420	1	46.138019	9.375222	COLICO
Collarmele		S08548				COLLARMELE
Colle Isarco		S02005	9	46.937951	11.441336	COLLE ISARCO
Colle Mattia		S08651	5	41.832756	12.728329	COLLE MATTIA
Colle Val d'Elsa		S06840	13	43.421908	11.127681	COLLE VAL D'ELSA
Collecchio		S06151	8	44.755339	10.21228	COLLECCHIO
Colledimezzo		S07994				COLLEDIMEZZO
Colleferro-Segni-Paliano		S08657	5	41.740062	13.00299	COLLEFERRO-SEGNI-PALIANO
Collegno		S00217	3	45.078854	7.574131	COLLEGNO
Collesalvetti		S06018	13	43.586586	10.470534	COLLESALVETTI
Collevecchio		S08221	5	42.298089	12.520546	COLLEVECCHIO
Colli di Monte Bove		S08520	19	42.097103	13.15057	COLLI DI MONTE BOVE
Colmegna		S01111				COLMEGNA
Cologne		S01539	1	45.576627	9.935316	COLOGNE
Colonna Galleria		S08653				COLONNA GALLERIA
Colorno		S01852	8	44.927943	10.382935	COLORNO
Comignago		S00050	3	45.714296	8.566362	COMIGNAGO
Comiso		S12411	14	36.947184	14.60037	COMISO
Como Nord Borghi	Como	N00043				COMO NORD BORGHI
Como Nord Camerlata	Como	N00042				COMO NORD CAMERLATA
Como Nord Lago	Como	N00044				COMO NORD LAGO
Como S. Giovanni	Como	S01307	1	45.808946	9.072331	COMO S. GIOVANNI
Compiobbi		S06902	13	43.782527	11.358695	COMPIOBBI
Compre S. Vincenzo		S08816				COMPRE S. VINCENZO
Cona F. C.		S05169				CONA F.C.
Condofuri		S11861	17	37.92761	15.874952	CONDOFURI
Condove		S00212	3	45.106689	7.317022	CONDOVE
Conegliano		S02706	12	45.884706	12.298909	CONEGLIANO
Conselice		S05950	8	44.510987	11.831949	CONSELICE
Contea Londa		S06702	13	43.865124	11.531603	CONTEA LONDA
Contesse		S12355	14	38.16193	15.544717	CONTESSE
Contigliano		S07404	5	42.412072	12.779144	CONTIGLIANO
Contursi Terme		S09826	18	40.630046	15.235486	CONTURSI TERME
Conza Andretta Cairano		S09618				CONZA ANDRETTA CAIRANO
Corbetta S. Stefano		S01041	1	45.480829	8.917457	CORBETTA S. STEFANO
Corbezzi		S05115	13	43.993948	10.919676	CORBEZZI
Corchiano		S08112	5	42.361351	12.341846	CORCHIANO
Cordovado Sesto		S02661	10	45.850653	12.877784	CORDOVADO SESTO
Corigliano Calabro		S11812	17	39.628223	16.514949	CORIGLIANO CALABRO
Cormano - Brusuglio		N00058				CORMANO - BRUSUGLIO
Cormano - Brusuglio		S01080				CORMANO - BRUSUGLIO
Cormons		S03300	10	45.957519	13.461563	CORMONS
Corniglia		S04734	2	44.119938	9.711051	CORNIGLIA
Cornino		S03053	10	46.220516	13.010581	CORNINO
Cornuda		S02569	12	45.833846	12.012886	CORNUDA
Coronella		S05719				CORONELLA
Corridonia Mogliano		S07308	11	43.281616	13.477697	CORRIDONIA MOGLIANO
Corsano		S09324	18	41.164472	14.958463	CORSANO
Corsico		S01064	1	45.434688	9.105156	CORSICO
Corteolona		S01865	1	45.159701	9.375477	CORTEOLONA
Cosenza		S11910	17	39.318386	16.260955	COSENZA
Cosio Traona		S01424	1	46.135564	9.525498	COSIO TRAONA
Cossato		S00973	3	45.564216	8.175964	COSSATO
Costa		S02375	12	45.045766	11.696511	COSTA
Costa Masnaga		S01491	1	45.76343	9.285231	COSTA MASNAGA
Costigliole (motta Di)		S00348	3	44.807559	8.145712	COSTIGLIOLE (MOTTA DI)
Costigliole d'Asti		S00829	3	44.754882	8.20477	COSTIGLIOLE D'ASTI
Costigliole Saluzzo		S00702	3	44.570196	7.482075	COSTIGLIOLE SALUZZO
Cotignola		S05956	8	44.387077	11.938037	COTIGNOLA
Cotilia		S07432	5	42.372602	12.96871	COTILIA
Courgne'		S00888				COURGNE'
Cozze		S11151	16	41.017835	17.159396	COZZE
Cozzo		S00332	1	45.182989	8.603292	COZZO
Crema		S01605	1	45.366864	9.694209	CREMA
Cremona		S01915	1	45.143215	10.017951	CREMONA
Crescentino		S00172	3	45.194302	8.107175	CRESCENTINO
Crespino del Lamone		S06607				CRESPINO DEL LAMONE
Cressa Fontaneto		S00017	3	45.646331	8.498435	CRESSA FONTANETO
Crevalcore		S05316	8	44.719156	11.152625	CREVALCORE
Crocetta		S07988				CROCETTA
